,Data,AED,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,HRK,100 HUF,INR,100 JPY,100 KRW,MDL,MXN,NOK,NZD,PLN,RSD,RUB,SEK,THB,TRY,UAH,USD,XAU,XDR,ZAR
87,2022-05-09,1.2799,3.2908,2.5293,0.9257,3.6344,4.7373,0.6990,0.1972,0.6650,0.2539,4.9469,5.7831,0.6569,1.2900,0.0607,3.5834,0.3680,0.2493,0.2329,0.4921,2.9841,1.0506,0.0420,0.0669,0.4701,0.1358,0.3135,0.1554,4.7013,281.7556,6.2862,0.2906
88,2022-05-10,1.2759,3.2687,2.5287,0.9078,3.6075,4.7082,0.6974,0.1982,0.6649,0.2536,4.9457,5.7757,0.6568,1.3067,0.0606,3.6001,0.3676,0.2487,0.2307,0.4835,2.9663,1.0565,0.0420,0.0678,0.4653,0.1357,0.3076,0.1549,4.6865,280.4772,6.2769,0.2915
89,2022-05-11,1.2759,3.2858,2.5298,0.9130,3.6149,4.7362,0.6973,0.1952,0.6652,0.2534,4.9479,5.7968,0.6564,1.3005,0.0607,3.6104,0.3681,0.2491,0.2309,0.4863,2.9736,1.0584,0.0421,0.0687,0.4699,0.1354,0.3060,0.1549,4.6866,278.9182,6.2808,0.2926
90,2022-05-12,1.2911,3.2597,2.5298,0.9230,3.6392,4.7627,0.6982,0.1967,0.6650,0.2584,4.9480,5.7790,0.6577,1.2937,0.0612,3.6825,0.3673,0.2485,0.2321,0.4806,2.9607,1.0569,0.0421,0.0726,0.4680,0.1365,0.3082,0.1606,4.7424,282.0529,6.3213,0.2922
91,2022-05-13,1.2971,3.2759,2.5287,0.9279,3.6608,4.7597,0.7014,0.1998,0.6647,0.2601,4.9458,5.8036,0.6574,1.2860,0.0615,3.6956,0.3713,0.2505,0.2358,0.4840,2.9696,1.0571,0.0421,0.0744,0.4708,0.1370,0.3084,0.1612,4.7643,279.3842,6.3400,0.2961
92,2022-05-16,1.2925,3.2786,2.5293,0.9380,3.6705,4.7246,0.6987,0.2001,0.6648,0.2591,4.9469,5.8072,0.6578,1.2845,0.0610,3.6704,0.3693,0.2510,0.2363,0.4843,2.9739,1.0597,0.0421,0.0738,0.4711,0.1363,0.3045,0.1608,4.7475,274.9970,6.3252,0.2917
93,2022-05-17,1.2863,3.3196,2.5297,0.9335,3.6853,4.7380,0.6999,0.2002,0.6649,0.2586,4.9477,5.8810,0.6578,1.2761,0.0609,3.6529,0.3714,0.2493,0.2362,0.4874,3.0037,1.0627,0.0421,0.0733,0.4745,0.1368,0.2976,0.1599,4.7247,277.4951,6.3176,0.2938
94,2022-05-18,1.2801,3.3004,2.5294,0.9520,3.6646,4.7195,0.6974,0.2004,0.6648,0.2570,4.9472,5.8347,0.6568,1.2882,0.0606,3.6397,0.3714,0.2472,0.2364,0.4842,2.9893,1.0645,0.0421,0.0725,0.4729,0.1359,0.2948,0.1593,4.7020,275.0113,6.2962,0.2952
95,2022-05-19,1.2834,3.2954,2.5295,0.9487,3.6722,4.8270,0.6970,0.2001,0.6648,0.2576,4.9474,5.8404,0.6562,1.2792,0.0607,3.6881,0.3685,0.2466,0.2358,0.4786,2.9898,1.0655,0.0421,0.0756,0.4706,0.1364,0.2952,0.1597,4.7141,276.8333,6.3092,0.2942
96,2022-05-20,1.2721,3.3027,2.5297,0.9475,3.6568,4.8048,0.7004,0.2006,0.6648,0.2556,4.9477,5.8325,0.6567,1.2864,0.0602,3.6467,0.3688,0.2453,0.2345,0.4818,2.9946,1.0667,0.0421,0.0776,0.4713,0.1364,0.2925,0.1582,4.6725,277.4633,6.2829,0.2947
97,2022-05-23,1.2611,3.2944,2.5294,0.9493,3.6225,4.7915,0.6964,0.2014,0.6649,0.2522,4.9472,5.8254,0.6566,1.2933,0.0598,3.6326,0.3670,0.2438,0.2360,0.4827,2.9998,1.0740,0.0421,0.0796,0.4711,0.1354,0.2909,0.1568,4.6322,277.6524,6.2529,0.2938
98,2022-05-24,1.2570,3.2651,2.5287,0.9588,3.6059,4.7889,0.6921,0.2008,0.6646,0.2498,4.9457,5.7676,0.6566,1.2868,0.0595,3.6243,0.3650,0.2418,0.2323,0.4792,2.9701,1.0722,0.0421,0.0821,0.4709,0.1352,0.2860,0.1570,4.6170,275.6983,6.2333,0.2932
99,2022-05-25,1.2602,3.2782,2.5266,0.9604,3.6059,4.8055,0.6935,0.2007,0.6642,0.2490,4.9417,5.7906,0.6561,1.2797,0.0597,3.6419,0.3658,0.2413,0.2331,0.4819,2.9947,1.0742,0.0420,0.0809,0.4693,0.1352,0.2836,0.1569,4.6288,276.5001,6.2440,0.2970
100,2022-05-26,1.2576,3.2762,2.5269,0.9575,3.6032,4.8107,0.6864,0.2005,0.6642,0.2481,4.9423,5.8196,0.6560,1.2609,0.0596,3.6448,0.3651,0.2425,0.2337,0.4831,2.9931,1.0733,0.0421,0.0741,0.4674,0.1350,0.2819,0.1572,4.6194,274.1764,6.2344,0.2926
101,2022-05-27,1.2550,3.2900,2.5272,0.9664,3.6187,4.8066,0.6867,0.2001,0.6644,0.2478,4.9429,5.8083,0.6559,1.2579,0.0594,3.6289,0.3680,0.2418,0.2337,0.4842,3.0051,1.0746,0.0420,0.0690,0.4679,0.1349,0.2812,0.1560,4.6098,275.5597,6.2265,0.2944
102,2022-05-30,1.2500,3.3015,2.5277,0.9704,3.6204,4.7958,0.6891,0.2001,0.6646,0.2466,4.9438,5.8074,0.6560,1.2604,0.0592,3.6076,0.3713,0.2424,0.2357,0.4870,3.0076,1.0797,0.0421,0.0720,0.4703,0.1347,0.2804,0.1555,4.5912,274.1984,6.2157,0.2963
103,2022-05-31,1.2534,3.3078,2.5273,0.9684,3.6318,4.8016,0.6915,0.2000,0.6644,0.2478,4.9430,5.8057,0.6554,1.2536,0.0593,3.5996,0.3718,0.2406,0.2351,0.4887,3.0011,1.0791,0.0421,0.0729,0.4702,0.1345,0.2802,0.1558,4.6037,273.8401,6.2243,0.2957
104,2022-06-02,1.2588,3.3247,2.5263,0.9599,3.6528,4.8152,0.6929,0.1998,0.6642,0.2482,4.9411,5.7991,0.6560,1.2514,0.0596,3.5633,0.3702,0.2423,0.2357,0.4882,3.0066,1.0780,0.0421,0.0741,0.4717,0.1346,0.2807,0.1566,4.6235,275.6325,6.2315,0.2978
105,2022-06-03,1.2523,3.3354,2.5271,0.9588,3.6610,4.7925,0.6906,0.2000,0.6644,0.2469,4.9427,5.7813,0.6564,1.2511,0.0592,3.5357,0.3691,0.2428,0.2355,0.4887,3.0100,1.0764,0.0421,0.0734,0.4733,0.1344,0.2787,0.1565,4.5996,275.7813,6.2109,0.2975
106,2022-06-06,1.2524,3.3220,2.5267,0.9631,3.6622,4.7877,0.6921,0.2000,0.6643,0.2469,4.9419,5.7780,0.6569,1.2694,0.0592,3.5200,0.3682,0.2418,0.2360,0.4896,3.0033,1.0771,0.0421,0.0752,0.4721,0.1340,0.2773,0.1558,4.6003,274.0723,6.2105,0.2993
107,2022-06-07,1.2594,3.3242,2.5271,0.9646,3.6723,4.7393,0.6935,0.1998,0.6644,0.2479,4.9426,5.7856,0.6562,1.2685,0.0595,3.4860,0.3680,0.2419,0.2369,0.4875,2.9857,1.0785,0.0421,0.0757,0.4707,0.1342,0.2761,0.1567,4.6260,274.7921,6.2237,0.3002
108,2022-06-08,1.2577,3.3201,2.5286,0.9483,3.6824,4.7274,0.6905,0.1998,0.6648,0.2471,4.9456,5.7918,0.6574,1.2687,0.0594,3.4540,0.3676,0.2436,0.2352,0.4873,2.9786,1.0809,0.0421,0.0760,0.4717,0.1339,0.2694,0.1565,4.6195,274.6345,6.2148,0.3002
109,2022-06-09,1.2562,3.3157,2.5285,0.9416,3.6729,4.7169,0.6917,0.2003,0.6648,0.2469,4.9454,5.7770,0.6576,1.2514,0.0593,3.4543,0.3677,0.2422,0.2362,0.4866,2.9762,1.0790,0.0421,0.0797,0.4710,0.1338,0.2679,0.1561,4.6139,274.1949,6.2115,0.3028
110,2022-06-10,1.2705,3.3226,2.5274,0.9514,3.6643,4.7554,0.6971,0.2001,0.6645,0.2494,4.9432,5.8114,0.6571,1.2420,0.0600,3.4831,0.3675,0.2423,0.2365,0.4875,2.9947,1.0746,0.0421,0.0803,0.4700,0.1343,0.2727,0.1579,4.6665,276.5061,6.2531,0.2994
111,2022-06-14,1.2888,3.2801,2.5278,0.9254,3.6636,4.7700,0.7030,0.1998,0.6644,0.2522,4.9439,5.7384,0.6574,1.2403,0.0607,3.5258,0.3673,0.2478,0.2306,0.4766,2.9621,1.0618,0.0421,0.0818,0.4656,0.1353,0.2743,0.1602,4.7337,277.5769,6.2974,0.2944
112,2022-06-15,1.2840,3.2716,2.5283,0.9216,3.6452,4.7299,0.7020,0.1999,0.6647,0.2514,4.9449,5.7005,0.6571,1.2417,0.0604,3.5085,0.3649,0.2480,0.2297,0.4747,2.9458,1.0581,0.0421,0.0827,0.4655,0.1346,0.2729,0.1596,4.7162,276.8945,6.2812,0.2949
113,2022-06-16,1.2922,3.3086,2.5280,0.9392,3.6675,4.8424,0.7069,0.1999,0.6646,0.2530,4.9443,5.7606,0.6570,1.2449,0.0608,3.5671,0.3665,0.2462,0.2314,0.4726,2.9745,1.0524,0.0421,0.0835,0.4619,0.1353,0.2741,0.1606,4.7464,279.2501,6.3155,0.2977
114,2022-06-17,1.2809,3.2901,2.5294,0.9309,3.6271,4.8722,0.7017,0.2003,0.6651,0.2511,4.9472,5.7805,0.6579,1.2409,0.0603,3.4927,0.3641,0.2478,0.2312,0.4732,2.9798,1.0534,0.0421,0.0831,0.4630,0.1335,0.2716,0.1593,4.7049,279.7742,6.2802,0.2958
115,2022-06-20,1.2780,3.2823,2.5282,0.9109,3.6140,4.8705,0.7019,0.1999,0.6647,0.2500,4.9448,5.7481,0.6576,1.2359,0.0602,3.4821,0.3632,0.2442,0.2316,0.4749,2.9842,1.0610,0.0421,0.0837,0.4633,0.1330,0.2709,0.1588,4.6937,277.7832,6.2687,0.2932
116,2022-06-21,1.2740,3.2624,2.5296,0.9018,3.6218,4.8465,0.6989,0.2004,0.6650,0.2494,4.9475,5.7576,0.6580,1.2474,0.0600,3.4579,0.3622,0.2441,0.2323,0.4778,2.9733,1.0656,0.0421,0.0854,0.4658,0.1326,0.2698,0.1585,4.6794,276.4961,6.2565,0.2937
117,2022-06-22,1.2807,3.2442,2.5293,0.9178,3.6237,4.8726,0.7006,0.2004,0.6650,0.2506,4.9469,5.7556,0.6579,1.2509,0.0601,3.4618,0.3608,0.2441,0.2336,0.4723,2.9424,1.0624,0.0421,0.0885,0.4633,0.1325,0.2711,0.1593,4.7042,276.4848,6.2727,0.2941
118,2022-06-23,1.2814,3.2417,2.5290,0.9060,3.6268,4.8702,0.7013,0.1999,0.6650,0.2508,4.9464,5.7466,0.6578,1.2374,0.0601,3.4768,0.3607,0.2447,0.2341,0.4720,2.9437,1.0496,0.0421,0.0875,0.4622,0.1326,0.2712,0.1601,4.7068,277.1701,6.2757,0.2939
119,2022-06-24,1.2770,3.2437,2.5294,0.8953,3.6188,4.8974,0.7005,0.1999,0.6650,0.2498,4.9471,5.7699,0.6569,1.2342,0.0599,3.4738,0.3624,0.2447,0.2349,0.4739,2.9599,1.0508,0.0421,0.0873,0.4630,0.1322,0.2700,0.1589,4.6905,275.6173,6.2674,0.2941
120,2022-06-27,1.2722,3.2361,2.5288,0.8913,3.6262,4.8803,0.6987,0.1999,0.6646,0.2488,4.9459,5.7464,0.6570,1.2261,0.0596,3.4601,0.3642,0.2442,0.2360,0.4751,2.9506,1.0522,0.0421,0.0868,0.4635,0.1324,0.2794,0.1589,4.6730,276.3002,6.2512,0.2940
121,2022-06-28,1.2718,3.2446,2.5287,0.8917,3.6404,4.8931,0.6987,0.2000,0.6647,0.2489,4.9457,5.7258,0.6568,1.2354,0.0593,3.4368,0.3631,0.2433,0.2345,0.4778,2.9381,1.0527,0.0421,0.0868,0.4647,0.1331,0.2807,0.1589,4.6715,274.0955,6.2458,0.2938
122,2022-06-29,1.2797,3.2317,2.5273,0.8923,3.6495,4.9319,0.7018,0.1998,0.6644,0.2496,4.9430,5.7237,0.6562,1.2478,0.0595,3.4468,0.3620,0.2440,0.2332,0.4789,2.9230,1.0556,0.0421,0.0907,0.4625,0.1336,0.2816,0.1592,4.7005,274.3717,6.2655,0.2915
123,2022-06-30,1.2911,3.2654,2.5285,0.9151,3.6729,4.9466,0.7083,0.1999,0.6648,0.2523,4.9454,5.7525,0.6567,1.2451,0.0600,3.4792,0.3652,0.2459,0.2347,0.4783,2.9519,1.0552,0.0421,0.0870,0.4617,0.1342,0.2842,0.1613,4.7424,276.3032,6.3041,0.2916
124,2022-07-01,1.2874,3.2198,2.5289,0.9000,3.6612,4.9311,0.7059,0.1999,0.6650,0.2515,4.9461,5.7088,0.6566,1.2398,0.0598,3.4869,0.3647,0.2489,0.2340,0.4769,2.9206,1.0485,0.0421,0.0868,0.4595,0.1327,0.2824,0.1600,4.7286,273.0029,6.2911,0.2893
125,2022-07-04,1.2890,3.2560,2.5282,0.8882,3.6859,4.9342,0.7077,0.1999,0.6647,0.2512,4.9448,5.7408,0.6566,1.2354,0.0600,3.4944,0.3651,0.2474,0.2341,0.4787,2.9589,1.0520,0.0421,0.0846,0.4592,0.1327,0.2814,0.1602,4.7348,274.8111,6.2995,0.2901
126,2022-07-05,1.3092,3.2642,2.5283,0.9022,3.7184,4.9770,0.7171,0.1998,0.6647,0.2545,4.9449,5.7845,0.6569,1.2170,0.0607,3.5413,0.3666,0.2473,0.2353,0.4802,2.9593,1.0413,0.0421,0.0782,0.4577,0.1342,0.2832,0.1628,4.8088,278.6640,6.3617,0.2923
127,2022-07-06,1.3162,3.2863,2.5285,0.8974,3.7087,4.9860,0.7211,0.1997,0.6647,0.2561,4.9454,5.7743,0.6572,1.2073,0.0610,3.5733,0.3697,0.2509,0.2339,0.4792,2.9841,1.0330,0.0421,0.0753,0.4596,0.1340,0.2807,0.1638,4.8344,274.3444,6.3837,0.2893
128,2022-07-07,1.3193,3.3154,2.5284,0.8924,3.7275,4.9872,0.7230,0.1996,0.6646,0.2564,4.9451,5.8116,0.6577,1.2015,0.0612,3.5620,0.3729,0.2530,0.2359,0.4803,2.9980,1.0324,0.0421,0.0755,0.4610,0.1341,0.2803,0.1640,4.8462,271.8570,6.3945,0.2892
129,2022-07-08,1.3301,3.3297,2.5278,0.9149,3.7566,4.9986,0.7286,0.1999,0.6643,0.2590,4.9439,5.8356,0.6575,1.2151,0.0617,3.5952,0.3754,0.2525,0.2380,0.4813,3.0080,1.0306,0.0421,0.0776,0.4616,0.1356,0.2821,0.1653,4.8858,272.7980,6.4287,0.2892
130,2022-07-11,1.3319,3.3225,2.5273,0.9309,3.7621,4.9831,0.7294,0.2010,0.6642,0.2594,4.9430,5.8435,0.6574,1.2089,0.0616,3.5709,0.3746,0.2535,0.2384,0.4788,3.0086,1.0310,0.0421,0.0779,0.4621,0.1352,0.2818,0.1657,4.8926,272.9899,6.4310,0.2881
131,2022-07-12,1.3448,3.3190,2.5263,0.9184,3.7883,5.0128,0.7343,0.2008,0.6642,0.2616,4.9411,5.8385,0.6573,1.1944,0.0621,3.6035,0.3767,0.2537,0.2362,0.4813,3.0159,1.0212,0.0421,0.0814,0.4638,0.1359,0.2840,0.1671,4.9391,275.4410,6.4655,0.2878
132,2022-07-13,1.3401,3.3387,2.5265,0.9052,3.7838,5.0307,0.7322,0.2027,0.6640,0.2608,4.9414,5.8561,0.6571,1.2031,0.0618,3.5901,0.3775,0.2558,0.2363,0.4816,3.0207,1.0229,0.0421,0.0833,0.4654,0.1361,0.2824,0.1666,4.9222,273.5752,6.4536,0.2899
133,2022-07-14,1.3409,3.3239,2.5267,0.9132,3.7656,5.0082,0.7306,0.2025,0.6640,0.2609,4.9418,5.8417,0.6581,1.2065,0.0617,3.5487,0.3747,0.2544,0.2363,0.4823,3.0071,1.0237,0.0421,0.0828,0.4662,0.1349,0.2815,0.1668,4.9251,271.7948,6.4477,0.2881
134,2022-07-15,1.3393,3.3172,2.5262,0.9069,3.7577,5.0204,0.7280,0.2016,0.6639,0.2605,4.9408,5.8216,0.6572,1.2236,0.0616,3.5434,0.3713,0.2553,0.2365,0.4810,3.0164,1.0282,0.0421,0.0834,0.4659,0.1344,0.2814,0.1665,4.9192,269.3213,6.4389,0.2859
135,2022-07-18,1.3245,3.3259,2.5252,0.8994,3.7496,4.9907,0.7224,0.2015,0.6636,0.2575,4.9390,5.8264,0.6574,1.2255,0.0608,3.5204,0.3704,0.2544,0.2391,0.4810,3.0054,1.0329,0.0421,0.0846,0.4678,0.1328,0.2779,0.1648,4.8651,269.5312,6.3987,0.2852
136,2022-07-19,1.3122,3.3239,2.5255,0.8862,3.7260,4.9741,0.7150,0.2014,0.6635,0.2543,4.9395,5.7952,0.6578,1.2425,0.0603,3.5018,0.3679,0.2518,0.2368,0.4846,3.0039,1.0365,0.0421,0.0863,0.4700,0.1317,0.2744,0.1631,4.8195,265.7050,6.3598,0.2836
137,2022-07-20,1.3129,3.3374,2.5257,0.8907,3.7493,4.9775,0.7143,0.2018,0.6637,0.2547,4.9399,5.7956,0.6576,1.2439,0.0603,3.4911,0.3681,0.2493,0.2356,0.4868,3.0177,1.0369,0.0421,0.0873,0.4721,0.1315,0.2743,0.1633,4.8222,265.5010,6.3596,0.2826
138,2022-07-21,1.3208,3.3326,2.5253,0.8866,3.7561,4.9928,0.7167,0.2012,0.6635,0.2565,4.9391,5.7950,0.6573,1.2291,0.0607,3.4970,0.3696,0.2508,0.2362,0.4854,3.0061,1.0364,0.0421,0.0830,0.4739,0.1314,0.2745,0.1321,4.8513,263.0197,6.3793,0.2819
139,2022-07-22,1.3222,3.3610,2.5219,0.8831,3.7748,5.0231,0.7179,0.2007,0.6625,0.2567,4.9324,5.8059,0.6555,1.2382,0.0608,3.5360,0.3699,0.2508,0.2354,0.4859,3.0309,1.0334,0.0420,0.0837,0.4735,0.1323,0.2735,0.1322,4.8564,269.1964,6.3865,0.2861
140,2022-07-25,1.3104,3.3461,2.5212,0.8754,3.7400,4.9992,0.7136,0.2012,0.6624,0.2539,4.9310,5.8025,0.6558,1.2475,0.0604,3.5325,0.3676,0.2511,0.2351,0.4879,3.0165,1.0450,0.0420,0.0822,0.4743,0.1314,0.2698,0.1310,4.8133,267.8834,6.3559,0.2878
141,2022-07-26,1.3194,3.3658,2.5221,0.9045,3.7671,5.0179,0.7168,0.2005,0.6626,0.2559,4.9328,5.8204,0.6560,1.2304,0.0607,3.5479,0.3701,0.2495,0.2369,0.4919,3.0221,1.0428,0.0420,0.0824,0.4726,0.1320,0.2712,0.1316,4.8461,267.9638,6.3822,0.2892
142,2022-07-27,1.3237,3.3794,2.5225,0.9085,3.7828,5.0584,0.7201,0.2007,0.6628,0.2564,4.9337,5.8714,0.6566,1.2205,0.0608,3.5586,0.3699,0.2515,0.2384,0.4953,3.0340,1.0319,0.0420,0.0799,0.4721,0.1323,0.2719,0.1321,4.8620,269.3475,6.4008,0.2886
143,2022-07-28,1.3207,3.3910,2.5234,0.9250,3.7866,5.0595,0.7190,0.2007,0.6630,0.2560,4.9353,5.8915,0.6565,1.2115,0.0608,3.5847,0.3724,0.2517,0.2380,0.4986,3.0473,1.0303,0.0420,0.0795,0.4732,0.1325,0.2707,0.1316,4.8509,271.9950,6.3987,0.2895
144,2022-07-29,1.3180,3.3800,2.5233,0.9338,3.7723,5.0783,0.7188,0.2006,0.6629,0.2559,4.9351,5.8793,0.6565,1.2262,0.0610,3.6286,0.3714,0.2520,0.2384,0.4979,3.0453,1.0441,0.0421,0.0778,0.4750,0.1333,0.2701,0.1313,4.8412,273.8420,6.3969,0.2928
145,2022-08-01,1.3074,3.3787,2.5200,0.9277,3.7594,5.0605,0.7110,0.2001,0.6621,0.2533,4.9287,5.8843,0.6555,1.2266,0.0608,3.6382,0.3688,0.2491,0.2369,0.4971,3.0401,1.0384,0.0420,0.0760,0.4739,0.1333,0.2676,0.1300,4.8019,273.3625,6.3654,0.2918
146,2022-08-02,1.3101,3.3310,2.5187,0.9280,3.7398,5.0580,0.7121,0.1999,0.6617,0.2527,4.9262,5.8778,0.6554,1.2383,0.0612,3.6767,0.3679,0.2485,0.2352,0.4961,3.0243,1.0459,0.0420,0.0792,0.4749,0.1332,0.2680,0.1305,4.8122,274.6001,6.3762,0.2907
147,2022-08-03,1.3163,3.3523,2.5182,0.9158,3.7601,5.0393,0.7160,0.1998,0.6617,0.2534,4.9252,5.8843,0.6552,1.2445,0.0611,3.6320,0.3689,0.2492,0.2343,0.4976,3.0237,1.0490,0.0420,0.0798,0.4732,0.1333,0.2693,0.1312,4.8348,274.4708,6.3877,0.2891
148,2022-08-04,1.3157,3.3715,2.5188,0.9146,3.7653,5.0389,0.7153,0.1998,0.6619,0.2529,4.9263,5.8832,0.6556,1.2437,0.0607,3.6033,0.3688,0.2500,0.2368,0.4978,3.0502,1.0434,0.0420,0.0793,0.4750,0.1340,0.2690,0.1311,4.8325,276.3701,6.3822,0.2885
149,2022-08-05,1.3116,3.3478,2.5188,0.9242,3.7386,5.0450,0.7138,0.2003,0.6620,0.2518,4.9264,5.8439,0.6555,1.2481,0.0608,3.6196,0.3711,0.2503,0.2369,0.4934,3.0300,1.0463,0.0420,0.0794,0.4750,0.1354,0.2680,0.1307,4.8175,276.7076,6.3707,0.2897
150,2022-08-08,1.3158,3.3658,2.5160,0.9357,3.7446,5.0392,0.7146,0.2007,0.6614,0.2523,4.9210,5.8375,0.6552,1.2522,0.0607,3.5786,0.3705,0.2491,0.2367,0.4941,3.0303,1.0469,0.0419,0.0796,0.4742,0.1353,0.2692,0.1315,4.8330,276.1646,6.3726,0.2892
151,2022-08-09,1.3042,3.3482,2.5079,0.9372,3.7290,5.0290,0.7095,0.2002,0.6592,0.2502,4.9050,5.8089,0.6530,1.2427,0.0602,3.5518,0.3672,0.2493,0.2370,0.4939,3.0182,1.0432,0.0418,0.0787,0.4723,0.1353,0.2667,0.1299,4.7905,275.5907,6.3305,0.2883
152,2022-08-10,1.3076,3.3499,2.5121,0.9371,3.7310,5.0576,0.7109,0.2012,0.6603,0.2508,4.9132,5.8083,0.6537,1.2315,0.0604,3.5598,0.3664,0.2490,0.2378,0.4963,3.0331,1.0441,0.0419,0.0793,0.4733,0.1351,0.2676,0.1303,4.8027,277.1595,6.3433,0.2911
153,2022-08-11,1.2931,3.3726,2.5099,0.9322,3.7215,5.0470,0.7046,0.2016,0.6598,0.2480,4.9090,5.8036,0.6528,1.2442,0.0596,3.5814,0.3649,0.2485,0.2375,0.4995,3.0491,1.0491,0.0418,0.0781,0.4738,0.1349,0.2645,0.1288,4.7494,273.2231,6.3064,0.2936
154,2022-08-12,1.2918,3.3761,2.5007,0.9197,3.7206,5.0380,0.7040,0.2009,0.6575,0.2478,4.8909,5.7696,0.6509,1.2438,0.0596,3.5548,0.3638,0.2455,0.2382,0.4990,3.0574,1.0448,0.0417,0.0774,0.4689,0.1341,0.2642,0.1287,4.7450,272.6466,6.2901,0.2925
155,2022-08-16,1.3116,3.3706,2.4967,0.9450,3.7331,5.0705,0.7099,0.1990,0.6566,0.2518,4.8831,5.7936,0.6505,1.2071,0.0607,3.5918,0.3673,0.2489,0.2422,0.4950,3.0456,1.0404,0.0416,0.0783,0.4633,0.1360,0.2681,0.1307,4.8176,275.0848,6.3426,0.2924
156,2022-08-17,1.3073,3.3448,2.4976,0.9332,3.7296,5.0503,0.7082,0.1989,0.6568,0.2507,4.8849,5.8119,0.6508,1.2026,0.0605,3.5619,0.3655,0.2507,0.2404,0.4951,3.0319,1.0403,0.0416,0.0795,0.4627,0.1356,0.2673,0.1302,4.8018,273.7366,6.3298,0.2901
157,2022-08-18,1.3070,3.3341,2.4947,0.9292,3.7222,5.0325,0.7068,0.1985,0.6560,0.2504,4.8793,5.7839,0.6498,1.2051,0.0602,3.5491,0.3629,0.2495,0.2401,0.4944,3.0116,1.0329,0.0416,0.0798,0.4608,0.1348,0.2674,0.1302,4.8008,272.7882,6.3214,0.2877
158,2022-08-19,1.3190,3.3441,2.4954,0.9374,3.7332,5.0668,0.7118,0.1982,0.6562,0.2530,4.8806,5.7514,0.6493,1.1967,0.0607,3.5460,0.3647,0.2495,0.2394,0.4953,3.0123,1.0264,0.0416,0.0813,0.4593,0.1358,0.2676,0.1314,4.8447,273.1331,6.3499,0.2855
159,2022-08-22,1.3290,3.3695,2.4978,0.9441,3.7578,5.0865,0.7138,0.1981,0.6569,0.2552,4.8853,5.7623,0.6504,1.2023,0.0611,3.5673,0.3630,0.2525,0.2412,0.4983,3.0250,1.0284,0.0416,0.0815,0.4577,0.1352,0.2693,0.1324,4.8814,272.2033,6.3787,0.2862
160,2022-08-23,1.3402,3.3850,2.4977,0.9544,3.7806,5.0926,0.7188,0.1982,0.6569,0.2569,4.8851,5.7956,0.6507,1.1934,0.0616,3.5825,0.3672,0.2533,0.2454,0.5023,3.0424,1.0230,0.0416,0.0817,0.4601,0.1363,0.2716,0.1334,4.9225,275.2202,6.4126,0.2889
161,2022-08-24,1.3362,3.3940,2.4960,0.9614,3.7830,5.1038,0.7150,0.1981,0.6563,0.2555,4.8818,5.7934,0.6499,1.1858,0.0615,3.5976,0.3658,0.2549,0.2461,0.5069,3.0414,1.0220,0.0416,0.0815,0.4609,0.1362,0.2705,0.1331,4.9078,276.0922,6.4006,0.2882
162,2022-08-25,1.3273,3.4051,2.4928,0.9538,3.7770,5.0690,0.7118,0.1977,0.6555,0.2540,4.8756,5.7737,0.6488,1.1940,0.0610,3.5742,0.3654,0.2539,0.2457,0.5066,3.0455,1.0251,0.0415,0.0811,0.4615,0.1361,0.2683,0.1322,4.8751,276.6099,6.3713,0.2900
163,2022-08-26,1.3269,3.3999,2.4917,0.9537,3.7672,5.0541,0.7101,0.1976,0.6552,0.2539,4.8734,5.7646,0.6487,1.1899,0.0610,3.5601,0.3656,0.2520,0.2446,0.5041,3.0261,1.0257,0.0415,0.0806,0.4602,0.1352,0.2681,0.1322,4.8739,274.1764,6.3651,0.2891
164,2022-08-29,1.3319,3.3551,2.4903,0.9666,3.7427,5.0576,0.7069,0.1980,0.6548,0.2547,4.8707,5.7141,0.6485,1.1881,0.0612,3.5283,0.3621,0.2513,0.2434,0.4994,2.9891,1.0256,0.0415,0.0802,0.4582,0.1341,0.2690,0.1327,4.8917,270.9012,6.3624,0.2887
165,2022-08-30,1.3204,3.3682,2.4875,0.9644,3.7346,4.9933,0.7028,0.1979,0.6541,0.2525,4.8652,5.6896,0.6478,1.1956,0.0610,3.5047,0.3605,0.2517,0.2435,0.4992,2.9983,1.0279,0.0414,0.0797,0.4564,0.1334,0.2668,0.1315,4.8497,270.2277,6.3266,0.2891
166,2022-08-31,1.3261,3.3385,2.4851,0.9507,3.7133,4.9747,0.7061,0.1981,0.6535,0.2533,4.8605,5.6662,0.6467,1.2016,0.0613,3.5095,0.3625,0.2514,0.2408,0.4899,2.9794,1.0282,0.0414,0.0800,0.4548,0.1335,0.2678,0.1320,4.8707,267.9984,6.3393,0.2857
167,2022-09-01,1.3170,3.3051,2.4810,0.9333,3.6735,4.9528,0.7012,0.1984,0.6525,0.2518,4.8525,5.6121,0.6454,1.2122,0.0608,3.4766,0.3571,0.2497,0.2396,0.4836,2.9545,1.0302,0.0413,0.0798,0.4524,0.1319,0.2658,0.1312,4.8375,265.4028,6.3029,0.2821
168,2022-09-02,1.3173,3.2942,2.4718,0.9229,3.6793,4.9353,0.7005,0.1977,0.6501,0.2516,4.8344,5.5947,0.6428,1.2112,0.0607,3.4477,0.3556,0.2491,0.2403,0.4827,2.9463,1.0272,0.0412,0.0795,0.4494,0.1318,0.2656,0.1310,4.8383,265.4060,6.2904,0.2793
